,username,fullName,biography,externalUrl,followersCount,followsCount,hasChannel,highlightReelCount,isBusinessAccount,joinedRecently,businessCategoryName,private,verified,profilePicUrl,postsCount,med_likes,status
57,okazchoob1,,,False,62.0,1682.0,False,0.0,False,False,,False,False,True,10.0,0.0,0
58,ilia920930,ایلیا,🖤🥀Manbarefigham khoshhastam اِعتِماد نَکَرِدَن شَرطِ عَقِلِه🥀🖤,False,84.0,6135.0,False,0.0,False,False,,True,False,True,4.0,,0
59,esi13830,,,False,64.0,4292.0,False,0.0,False,False,,False,False,True,4.0,5.5,0
60,mohammad93878,,یک دختر بیاد پی وی.,False,75.0,763.0,False,0.0,False,False,,False,False,True,4.0,1.5,0
61,mostafaghodsi51,Mostafaghodsi51,,False,85.0,6074.0,False,0.0,False,False,,False,False,True,4.0,4.0,0
62,00002bin,,,False,128.0,6152.0,False,0.0,False,False,,False,False,True,11.0,2.0,0
63,ssssssssss.905,Ssssssssss.90,,False,59.0,2660.0,False,0.0,False,False,,False,False,True,22.0,1.5,0
64,nigellus_black,Nigel Sean,Why not win together? The sky is big enough for all of us to fly ….. let’s all win together ❤️,False,497.0,537.0,False,0.0,False,False,,True,False,True,16.0,,1
65,mosesbliss,𝐌𝐨𝐬𝐞𝐬 𝐁𝐥𝐢𝐬𝐬,"The Voice of Grace
Founder/CEO @shadesofblissofficial & @spotlitenation
Listen to MIRACLE NO DEY TIRE JESUS here👇🏽",True,1102104.0,506.0,False,0.0,False,False,,False,True,True,988.0,7736.5,1
66,mina_banoo73,mina banoo,,False,499.0,7172.0,False,0.0,False,False,,False,False,True,19.0,4.0,0
67,Restricted profile,,,True,,,,,,,,,,True,,,0
68,fatemeh.cheshomiyy,,"از هرجا بیوفتے ڪمڪت میڪنم بلند شی،هرجا جز چشمام!Wʜᴇʀᴇᴠᴇʀ ʏᴏᴜ ғᴀʟʟ﹐ I ᴡɪʟʟ ʜᴇʟᴘ ʏᴏᴜ ɢᴇᴛ ᴜᴘ﹐ ᴀɴʏᴡʜᴇʀᴇ ᴇxᴄᴇᴘᴛ ᴍʏ ᴇʏᴇs
 Sabzevar🏰
the coach📚
شینیون عروس👰🏼",False,2578.0,2581.0,False,0.0,False,False,,True,False,True,23.0,,0
69,zohor189,m,#امام_زمان_عج,False,66.0,5167.0,False,0.0,True,False,Publishers,False,False,True,22.0,2.0,0
70,__efya,❤a_k_y_ e_a _m_a _a❤🇬🇭,"🇬🇭GHANA 🇬🇭
👑🦋
#Green#💚       
♋️Cancer♋️
Follow my bussiness page @__jays__closet🙏🏻",False,2831.0,3091.0,False,0.0,False,False,,True,False,True,33.0,,1
71,zmsoheyl,,,False,77.0,5462.0,False,0.0,False,False,,False,False,True,22.0,2.5,0
72,aba_fearon,Awura-Aba Hagan Fearon,"A woman after God's own heart❤💖💟
@rosann_creative @usasgroceries 
Volunteer @splendorcharity 
Sunglasses lover",False,1727.0,1888.0,False,0.0,False,False,,True,False,True,62.0,,1
73,emmanuelnse_,EN👑,"I’M BLACK😈
Archie @n3sbestfriendsintheworld 
📬-  Emmatex518@gmail.com",False,84378.0,334.0,False,6.0,False,False,,False,False,True,13.0,7995.5,1
74,ashixx_,Ash✨,"🇹🇭🇬🇭
@thefoodie.lifestyle",False,11684.0,2162.0,False,7.0,False,False,,False,False,True,16.0,2450.0,1
75,am_the_chosen,Thomassia Bediako,"Your Bubbly Vocal coach
“The Jesus kind of girl”",True,3694.0,3845.0,False,10.0,True,False,Creators & Celebrities,False,False,True,249.0,181.0,1
76,pleromadanceministry,Pleroma Abankz,"MimeIsTheNewSpiritual🇬🇭
Choreographer
Mime Minister  
Jesus saves ❤🙏
Ministering Dance Through The Art of the Prophetic 
YouTube channel 👇",True,1268.0,972.0,False,5.0,False,False,,False,False,True,255.0,105.5,1
77,pamela_wristberg,Pamela Wristberg,,False,227.0,259.0,False,0.0,False,False,,False,False,True,45.0,19.0,1
78,eyram_xx,EYRAM ADZO AGBESHIE™💫,"Influencer • Content Creator
Photo Model • Promoter
👑Creative Queen 👑
Email or dm for PAID ads and collabs",False,217626.0,693.0,False,6.0,False,False,,False,False,True,311.0,11381.5,1
79,alireza_keramati_1386,,اون کتابی که تومیخونی.....مانویسندشیم. ..دایی,True,558.0,240.0,False,0.0,False,False,,True,False,True,0.0,,0
80,kevjay553,Kelvin Adubofour,"iACT...                                                         Twitter: kelvinkay34
Snapchat: kevjay553",False,1042.0,583.0,False,68.0,False,False,,False,False,True,27.0,69.5,1
81,hillsongunited,Hillsong UNITED,‘Are We There Yet?’ — available NOW 🪩❤️‍🔥,True,2575862.0,142.0,False,3.0,True,False,Creators & Celebrities,False,True,True,299.0,14819.5,1
82,nazila112288,فالو کن بیا آشنا شیم🙃,"New page
Falow=Falow
Shat=Shat",False,222.0,5611.0,False,0.0,False,False,,False,False,True,4.0,136.0,0
83,mr.mohammad2311,ݥحًݥڍ؏لی,"عزت و ذلت دست خداست
🗝zahra❤️
Work1:@coffe.gandom
Work2:🏭🍽Company nour porcelain
🎂bahmani
🏡khorramdarreh",False,3944.0,2804.0,False,0.0,False,False,,True,False,True,12.0,,0
84,kraftsmenco,Kraftsmen,"🎯 KRAFTSMEN. The Company.
🌺 Weddings: @kraftsmenweddings
🎞️ Films: @kraftsmenfilms
📍Studio: @kraftsmenstudios",False,2377.0,1086.0,False,3.0,True,False,Creators & Celebrities,False,False,True,73.0,36.0,1
85,mortezamo21213,mortezamo2121,,False,70.0,4390.0,False,0.0,False,False,,False,False,True,22.0,2.0,0
86,ashkan.tabriz39,ashkan.tabriz,پایه,False,147.0,6244.0,False,0.0,False,False,,True,False,True,1.0,,0
87,_shorshor,Shorshor,"If it makes life even 1% more comfy, I want in
I have ADHD and talk about it A LOT.
fashion | locs | dogs
📍SoFlo | Accra",True,9477.0,6004.0,False,26.0,False,False,,False,False,True,254.0,396.5,1
88,bellanaijaweddings,Africa's Top Wedding Website,"📧 weddings@bellanaija.com for content | ads@bellanaija.com for ads | No DMs, Kindly Email 💛
Celebrating Love, Culture & Family
Visit ⬇",True,5638505.0,3346.0,False,2.0,True,False,Publishers,False,True,True,56033.0,750.5,1
89,salar.ahmadi78,,,False,84.0,3631.0,False,0.0,False,False,,True,False,True,22.0,,0
90,amirijik4,,,False,94.0,5940.0,False,0.0,False,False,,False,False,True,9.0,1.0,0
91,ivy.barley,Ivy Barley,Techie,True,8259.0,199.0,False,2.0,False,False,,False,False,True,188.0,591.5,1
92,palorka.shop8,,,False,105.0,6300.0,False,0.0,False,False,,False,False,True,24.0,1.5,0
93,liliyajonn799,liliyajonn799,فقط خدا 🙏🏼🙏🏼,False,51.0,6700.0,False,0.0,False,False,,True,False,True,5.0,,0
94,miladjhanshahlo,MHamd,,False,0.0,1.0,False,0.0,False,False,,False,False,True,0.0,,0
95,liz.naya,Liz Wilson Amoofia,"Kindly follow my Business page @accesorize_gh
Family//Lifestyle//Jesus Lover",False,672.0,536.0,False,2.0,False,False,,False,False,True,463.0,57.5,1
96,tazia_neh2,Amir Tataloo,mitra ya hasan ✋,False,55.0,1072.0,False,0.0,False,False,,False,False,True,4.0,2.0,0
97,fati.09227,Fati.0922,,False,114.0,5783.0,False,0.0,False,False,,False,False,True,8.0,3.0,0
98,aseyeadzo,Adwoa Sey,,False,124.0,1691.0,False,0.0,False,False,,True,False,True,0.0,,1
99,mahta.pourkaveh,,,False,46.0,745.0,False,0.0,False,False,,False,False,True,12.0,1.0,0
100,5x_77882,فطوم🌹♥️,"‏‮m_argatsniyab ‬‏‪♫: 𝑺𝑶𝑺🔗. 
♫: 16: 𝒀.𝑶🐆. 
♫: 𝑰𝑹𝑨𝑸🇮🇶🌿.
 
- عيناها تقنع الملحدين بأنّ الله مُبدع .",False,95.0,6323.0,False,0.0,False,False,,False,False,True,4.0,14.5,0
101,ladzaka._,Esinam 🌼,"/la•ja•ka/
bigger than the box!💟
I overthink but still forget
self love, adventure junkie, pictorial journaling",False,1696.0,1665.0,False,8.0,False,False,,False,False,True,14.0,308.5,1
102,sonia_ebadi677,,,False,244.0,6259.0,False,0.0,False,False,,True,False,True,5.0,,0
103,jeremie2131,Jeremie Van-Garshong,Certified Transformational Life Coach 📍”Soul Care”📍Jesus Lover📍Radio/Tv Broadcaster 📍Founder: Not Easily Broken📍Author📍MC📍Voice Ads📍Purity Preacher,True,99166.0,1712.0,False,0.0,True,False,Creators & Celebrities,False,False,True,1225.0,2314.0,1
104,n_a_a_nyamekye,Amon Jessica,,False,379.0,380.0,False,1.0,False,False,,False,False,True,12.0,20.0,1
105,jesi5303,jesika8900_,,False,104.0,6056.0,False,0.0,False,False,,False,False,True,4.0,2.5,0
106,mostafa_m9363,mostafa_m9363,,False,43.0,1473.0,False,0.0,False,False,,False,False,True,5.0,2.0,0
107,wwwee3ert,,,False,50.0,1078.0,False,0.0,False,False,,False,False,True,6.0,1.0,0
108,ssss.ssss6971,,,False,55.0,1829.0,False,0.0,False,False,,False,False,True,4.0,0.0,0
109,inix51,,,False,54.0,378.0,False,0.0,False,False,,False,False,True,24.0,0.0,0
110,alisalimi1314u,,..,False,1030.0,933.0,False,0.0,False,False,,False,False,True,2.0,137.5,0
111,arm_an7731,,,False,107.0,5904.0,False,0.0,False,False,,False,False,True,4.0,6.0,0
112,za.mir253,Zamir,,False,72.0,1507.0,False,0.0,False,False,,False,False,True,24.0,0.0,0
113,barantaqipur,,,False,770.0,5087.0,False,0.0,False,False,,False,False,True,22.0,114.5,0
114,hairboutique_gh,Hair Boutique Gh,"Accra-Ghana 🇬🇭  We Deal in the Best Quality Luxurious Hair Bundles, Closures, Frontals  📥 DM / CALL / Click on link👇🏾to WhatsApp",False,5655.0,3618.0,False,2.0,True,False,Personal Goods & General Merchandise Stores,False,False,True,149.0,15.5,1
115,essy.naamomo,Essy,"In His Freedom I Am Free
🌿🌿🌿🌿🌿🌿 🌿🌿
Business page @yess_fabrics  @canepotsnmore 👈 Follow us
YouTube channel",True,352.0,360.0,False,0.0,False,False,,True,False,True,135.0,30.0,1
116,dianaantwihamilton,Diana Hamilton,Worshipper l Wife l Mum l VGMA Artiste of the Yr 21 l Gospel Artist 19/20/21 l Song OTY 21 l Mo Ne Yo' Adom’  l https://youtu.be/RWdoq_XyPzc,True,995899.0,414.0,False,7.0,False,False,,False,True,True,3338.0,1385.0,1
117,callmenuella,✨Emmanuella Opoku-Agyemang.✨,"• Kingdom Lifestyle 😉
•✞ Kingdom Woman 
•💍 Husband @nigel_amoafo 
•📍Travel Enthusiast",False,1486.0,1462.0,False,12.0,False,False,,False,False,True,43.0,288.5,1
118,yahya06jh,Yahya06jh,,False,63.0,2586.0,False,0.0,False,False,,False,False,True,10.0,0.0,0
119,the_amumawutoh,Amu Mawutoh,"iCreate 
Professional MC🎤 
Actor 🎭 🎥🎙
Writer 
Reader 
#tshirtshop - @mcamus_clothing  
Blog - @kele_welejoint",True,2098.0,895.0,False,10.0,False,False,,False,False,True,178.0,81.0,1
120,bahadori9041,bahadori9041,,False,137.0,6293.0,False,0.0,False,False,,False,False,True,22.0,2.0,0
121,itsmariammusa,Mariam Musa,"@mimacosmeticsuk 
Meghan.Peterson@ymugroup.com 
Co-Host Pressed Podcast @bbcsounds",True,608419.0,699.0,False,7.0,False,False,,False,True,True,363.0,16770.0,1
122,leahjeneaofficial,Osodamfli,"The Princess Of Hip Hop Soul 👸🏽💕
Newest single RUNNIN’ out now ! 🙈🥰⬇️ 
Bookings: kapitalgainzinc@gmail.com",True,216519.0,2450.0,False,18.0,False,False,,False,True,True,326.0,1503.0,1
123,abimbolacraig,Abimbola Craig,"Film maker
Producer  
Content creator
YouTuber
Actor
#SkinnyGirlInTransit",True,204938.0,827.0,False,0.0,False,False,,False,True,True,786.0,3523.0,1
124,Restricted profile,,,True,,,,,,,,,,True,,,0
125,joemettle,Joe Mettle,"Worshipper/Gospel recording artist.
Contact joemettle.info@gmail.com+233553989887.",True,831064.0,2369.0,False,2.0,True,False,,False,True,True,2534.0,4463.0,1
126,igjv87,,,False,50.0,2209.0,False,0.0,False,False,,False,False,True,10.0,0.0,0
127,chryz._,Christiancia,"Jesus❤
Twitter: @chryzzzz_
You can’t go wrong if you’re comfortable in your own skin, love God, drink water, and mind your business✨",False,3533.0,804.0,False,0.0,False,False,,True,False,True,3.0,,1
128,abr.abr.431,,,False,79.0,6126.0,False,0.0,False,False,,False,False,True,4.0,3.0,0
129,mari.nr1381,,"tataliti👑👸
Perspolisi🔥🔥
saken:yazd🌝🌞🌾
motavaled:khordad😈👑🚩
🚫❤🚫",False,118.0,6252.0,False,0.0,False,False,,False,False,True,8.0,32.0,0
130,mcharyson_gh,👑mcharyson,Delay Is Not Denial - Genesis 17 : 6-8 🌍,False,851.0,1013.0,False,0.0,False,False,,False,False,True,2.0,156.5,1
131,mohamadmahd.e,,,False,819.0,381.0,False,1.0,True,False,Professional Services,False,False,True,0.0,,0
132,1kaymoh,François Kwesi Moh,"Life has no limitations, except the ones you make.
John 16:33 💥",False,1369.0,1112.0,False,3.0,False,False,,False,False,True,6.0,168.5,1
133,nhyira_samaa,Nhyira Samaa Ansah,,False,810.0,1020.0,False,4.0,False,False,,False,False,True,21.0,46.0,1
134,gosghi.2199,,,False,41.0,1236.0,False,0.0,False,False,,False,False,True,4.0,1.0,0
135,alireza.13890,alireza,.,False,75.0,3836.0,False,0.0,False,False,,False,False,True,24.0,0.0,0
136,tataloo4731,tatloo,Tataliti,False,86.0,1994.0,False,0.0,False,False,,False,False,True,6.0,4.5,0
137,chiko4357,chiko,,False,115.0,5406.0,False,0.0,False,False,,False,False,True,5.0,1.0,0
138,oppppop2,,,False,0.0,213.0,False,0.0,False,False,,True,False,True,0.0,,0
139,Restricted profile,,,True,,,,,,,,,,True,,,0
140,tolanibaj,Tolani Baj,"TBAJ 🇺🇸🇳🇬
A&R/DJ/Actress/Youtuber
Shop @bajluxe👗",True,1147747.0,657.0,False,6.0,False,False,,False,True,True,218.0,23864.0,1
141,fflw822,,✌✌,False,39.0,1175.0,False,0.0,False,False,,False,False,True,4.0,1.0,0
142,nazi.jan.payezi,,,False,189.0,6176.0,False,0.0,True,False,General Interest,False,False,True,16.0,4.0,0
143,isaacoppong2,Isaac Oppong,Live Worship out now here https://youtu.be/qE5DsayJ2zo,False,823.0,1095.0,False,3.0,True,False,Creators & Celebrities,False,False,True,215.0,18.5,1
144,dibabeauty__,,,False,1146.0,2117.0,False,15.0,False,False,,False,False,True,96.0,23.5,0
145,Restricted profile,,,True,,,,,,,,,,True,,,0
146,rami_n6634,Rami_n6,Baresie keifiat,False,100.0,6963.0,False,0.0,False,False,,False,False,True,4.0,2.5,0
147,mahsa543244,mahsa,,False,41.0,390.0,False,0.0,False,False,,False,False,True,4.0,0.5,0
148,andy_o.k,Andy Obeng-Kwakye,"+Husband - @theophilia.ok
+Father -  The ARMOR BEARERS- Josh and Cal
+Prophet - Isaiah 58:8
+A preacher of the Gospel of JesusChrist
GOD is FAITHFUL",False,536.0,531.0,False,0.0,False,False,,False,False,True,28.0,49.5,1
149,aba_blaqq,Raina Ackon-Mensah,Christian🙏|| Daughter👪|| Sister👫👭|| Friend👫👭|| Entrepreneur💇🍕🍔|| Food lover 🍷🍫🍰😍||ARMY💜💜💜,True,1273.0,1123.0,False,0.0,False,False,,True,False,True,61.0,,1
150,omowunmi_dada,Omowunmi Dada,"Award winning Actor
Voice Artist
Humanitarian
Brand Influencer 
Model
MGT: @thatgoodmediahq",False,321824.0,3187.0,False,6.0,False,False,,False,True,True,1989.0,22578.5,1
151,louis_appiah,Louis Appiah,"Artist 🎨Traveler , Free thinker. Crazy 😜",True,16797.0,1753.0,False,5.0,False,False,,False,False,True,45.0,99.0,1
152,maahgalleryyy,maahgalleryyy,"🌙گــالری مـــاه🌙
.
⭐️اکسسوری های مو و شنیون⭐️
.
🌛دستبند،گوشواره و .....هرچی که بخوای🌜
.
💫هم تک و هم عمده💫
.
✨سفارش از طریق دایرکت✨
.
📌🇮🇷iran,tehran",False,3898.0,753.0,False,11.0,False,False,,False,False,True,66.0,172.5,0
153,djdjcjjjcdjdj9,Djdjcjjjcdjdj,,False,88.0,934.0,False,0.0,False,False,,True,False,True,4.0,,0
154,dr_pryska,Prisca | Medical Doctor,"💫Just a girl enthusiastic about JESUS 📖
💉@paging.dr.okley (MD )
🇬🇭Proud Ghanaian | Writer | Dancer 
🐦dr_pryska",True,2014.0,1554.0,False,8.0,False,False,,False,False,True,33.0,112.5,1
155,vanessa_gyimah,Vanessa | Beauty Influencer 🇬🇭🇺🇸,"💄 Published Pro Makeup Artist
📧 : vanessagyimah@a3artistsagency.com",True,459119.0,1060.0,False,14.0,False,False,,False,False,True,933.0,41400.5,1
156,sadrn51742020,yasamin,,False,90.0,4991.0,False,0.0,False,False,,True,False,True,7.0,,0
157,omabelle,Omabelle,"Inspiring you on how to create an attainable LIFESTYLE.
•HOME •BEAUTY •INTERIOR DECOR 
📧 - Omabelletv@gmail.com
MomX3👭🧍‍♂️📍NJ
Shop my videos & More 👇",True,239765.0,114.0,False,11.0,False,False,,False,False,True,623.0,2577.5,1
158,shakil2693,Nausad Alam,,False,59.0,119.0,False,1.0,False,False,,False,False,True,0.0,,0
